診療項目代碼,健保支付點數,生效起日,生效迄日,英文項目名稱,中文項目名稱,備註
03010E,2852,20240701,29101231,ICU,加護病床（床/天）-病房費,註：1.監視器、C.V.P.處理費等已包括在所訂點數內，不得另計。2.呼吸器、電擊、氧氣、C.V.P.置入及顱內壓監視置入等另按實際使用申報。3.使用加護病床病人以下列為限：1)急性心肌梗塞病人，不穩定型心絞痛或狹心症病人。2)急性心臟衰竭、急性腎臟衰竭、急性肝臟衰竭病人。3)急性呼吸衰竭、呼吸窘迫、間歇性呼吸暫停或重度窒息需積極呼吸治療病人。4)手術後仍需輔助性治療或生命徵象不穩定者。5)危命性不整脈（含心搏暫停後）病人。6)休克病人。7)嚴重新陳代謝及電解質、水分不平衡病人或內分泌異常需加強監視病人。8)急性中毒性昏迷病人。9)肝硬化性肝昏迷病人。10)胸腔外科、心臟外科及神經外科術後病人需加強醫療者。11)腦中風、腦膜炎、腦炎等腦病變急性期，合併意識障礙或昏迷者。12)癲癇重積症病人。13)急性顱內壓增高危及生命者。14)急性腦幹病變者。15)敗血症或疑敗血症且生命徵象不穩定者。16)新生兒黃膽過高需換血者。17)出生體重低於一千五百公克之極度早產兒。18)兒童進行高風險侵入性處置或手術，需加強監測或醫療者。19)其他危篤重症危及生命者。4.入住加護病房之病人如符合下列條件，應予轉出：1)血液動力學值穩定者(生命徵象、中心靜脈壓、肺動脈楔壓、心輸出量)。2)脫離呼吸器。3)病情穩定已不需使用特殊生理監測器者。4)合併症已穩定控制者。5)已脫離急性期不需加護醫療照護者。6)家屬要求自動出院者。
03011F,2406,20240701,29101231,ICU,加護病床（床/天）–病房費,註：1.監視器、C.V.P.處理費等已包括在所訂點數內，不得另計。2.呼吸器、電擊、氧氣、C.V.P.置入及顱內壓監視置入等另按實際使用申報。3.使用加護病床病人以下列為限：1)急性心肌梗塞病人，不穩定型心絞痛或狹心症病人。2)急性心臟衰竭、急性腎臟衰竭、急性肝臟衰竭病人。3)急性呼吸衰竭、呼吸窘迫、間歇性呼吸暫停或重度窒息需積極呼吸治療病人。4)手術後仍需輔助性治療或生命徵象不穩定者。5)危命性不整脈（含心搏暫停後）病人。6)休克病人。7)嚴重新陳代謝及電解質、水分不平衡病人或內分泌異常需加強監視病人。8)急性中毒性昏迷病人。9)肝硬化性肝昏迷病人。10)胸腔外科、心臟外科及神經外科術後病人需加強醫療者。11)腦中風、腦膜炎、腦炎等腦病變急性期，合併意識障礙或昏迷者。12)癲癇重積症病人。13)急性顱內壓增高危及生命者。14)急性腦幹病變者。15)敗血症或疑敗血症且生命徵象不穩定者。16)新生兒黃膽過高需換血者。17)出生體重低於一千五百公克之極度早產兒。18)兒童進行高風險侵入性處置或手術，需加強監測或醫療者。19)其他危篤重症危及生命者。4.入住加護病房之病人如符合下列條件，應予轉出：1)血液動力學值穩定者(生命徵象、中心靜脈壓、肺動脈楔壓、心輸出量)。2)脫離呼吸器。3)病情穩定已不需使用特殊生理監測器者。4)合併症已穩定控制者。5)已脫離急性期不需加護醫療照護者。6)家屬要求自動出院者。
03012G,2406,20240701,29101231,ICU,加護病床（床/天）–病房費,註：1.監視器、C.V.P.處理費等已包括在所訂點數內，不得另計。2.呼吸器、電擊、氧氣、C.V.P.置入及顱內壓監視置入等另按實際使用申報。3.使用加護病床病人以下列為限：1)急性心肌梗塞病人，不穩定型心絞痛或狹心症病人。2)急性心臟衰竭、急性腎臟衰竭、急性肝臟衰竭病人。3)急性呼吸衰竭、呼吸窘迫、間歇性呼吸暫停或重度窒息需積極呼吸治療病人。4)手術後仍需輔助性治療或生命徵象不穩定者。5)危命性不整脈（含心搏暫停後）病人。6)休克病人。7)嚴重新陳代謝及電解質、水分不平衡病人或內分泌異常需加強監視病人。8)急性中毒性昏迷病人。9)肝硬化性肝昏迷病人。10)胸腔外科、心臟外科及神經外科術後病人需加強醫療者。11)腦中風、腦膜炎、腦炎等腦病變急性期，合併意識障礙或昏迷者。12)癲癇重積症病人。13)急性顱內壓增高危及生命者。14)急性腦幹病變者。15)敗血症或疑敗血症且生命徵象不穩定者。16)新生兒黃膽過高需換血者。17)出生體重低於一千五百公克之極度早產兒。18)兒童進行高風險侵入性處置或手術，需加強監測或醫療者。19)其他危篤重症危及生命者。4.入住加護病房之病人如符合下列條件，應予轉出：1)血液動力學值穩定者(生命徵象、中心靜脈壓、肺動脈楔壓、心輸出量)。2)脫離呼吸器。3)病情穩定已不需使用特殊生理監測器者。4)合併症已穩定控制者。5)已脫離急性期不需加護醫療照護者。6)家屬要求自動出院者。
03012GA,1638,20210701,29101231,,醫學中心亞急性呼吸照護病房病床費/天,
03013HA,1218,20210701,29101231,,區域醫院亞急性呼吸照護病房病床費/天,
03014A,1305,20240701,29101231,,精神科加護病床（床/天）–病房費,
03016B,1246,20170101,29101231,,燒傷病床 (床/天）–病房費,
03017A,6495,20240701,29101231,,燒傷加護病床（床/天）–病房費,1.C.V.P.處理費、矽砂床、監視器等費用已包括在所訂點數內，不得另計。2.呼吸器、電擊、氧氣及C.V.P.置入等另按實際使用申報。3.適應症：二度燒傷，燒傷面積成人大於全身百分之二十，兒童大於百分之十；或三度燒傷，燒傷面積成人大於全身百分之十，兒童大於百分之五。4.申報費用時應檢附病歷摘要，並保存病人入出院時皮表處理之彩色照片，以備審核。
03018A,167,20220601,29101231,,急診觀察床（床/天）–病房費(第二天起),1.急診留觀或待床病人，入住滿六小時始得申報。2.留置超過一日(二十四小時)者，比照住院病房費申報方式，依算進不算出原則計算。3.僅作注射點滴、輸血或休息者，不予支付。4.山地離島地區病人因故無法後送而須於衛生所(室)留觀者，依03019B及03074B「病床費」、03043B及03076B「護理費」申報。
03019B,167,20220601,29101231,,急診觀察床（床/天）–病房費(第二天起),1.急診留觀或待床病人，入住滿六小時始得申報。2.留置超過一日(二十四小時)者，比照住院病房費申報方式，依算進不算出原則計算。3.僅作注射點滴、輸血或休息者，不予支付。4.山地離島地區病人因故無法後送而須於衛生所(室)留觀者，依03019B及03074B「病床費」、03043B及03076B「護理費」申報。
03019BA,167,20220601,29101231,,觀察病床（６小時）,限門診或急診施行下列診療項目時申報:1.癌症化學治療 2.紫斑症或先天性免疫不全之免疫球蛋白注射 3. 地中海型貧血輸血
03020B,960,20160401,29101231,,隔離病床(床/天）1.普通隔離病床–病房費,
03021B,1989,20170101,29101231,,隔離病床( 床/天）2.正壓隔離病床–病房費,指對免疫缺乏之重症患者，具有保護免於受外界感染源侵犯之特殊設計之病床。
03022K,5337,20170101,29101231,,骨髓移植隔離病床（床/天）–病房費,
03023A,1083,20160401,29101231,,嬰兒病床(床/天)--病房費,註：1.指足月出生四個月內或早於35週出生之早產兒出生後矯正年齡五個月內之嬰兒(正常新生兒除外)因疾病而需特別觀察治療者，或因早產需要特別養育者，以入住時之年齡判定。2.限無家屬照顧，二十四小時由醫護人員照顧者.3.本項非兒童加成項目。4. 非註1之嬰兒住院者，以急性一般病床申報費用。
03024B,1083,20171001,29101231,,嬰兒病床(床/天)--病房費,註：1.指足月出生四個月內或早於35週出生之早產兒出生後矯正年齡五個月內之嬰兒(正常新生兒除外)因疾病而需特別觀察治療者，或因早產需要特別養育者，以入住時之年齡判定。2.限無家屬照顧，二十四小時由醫護人員照顧者.3.本項非兒童加成項目。4. 非註1之嬰兒住院者，以急性一般病床申報費用。
03025B,1305,20240701,29101231,,精神科加護病床（床/天）–病房費,
03026K,888,20250501,29101231,,急性一般病床（床/天）–護理費（第二天起）,護理費為偏鄉醫院加成項目。
03027A,794,20250501,29101231,,急性一般病床（床/天）–護理費（第二天起）,護理費為偏鄉醫院加成項目。
03028BA,451,20210701,29101231,,慢性呼吸照護病房護理費/天,
03029B,752,20250501,29101231,,急性一般病床（床/天）–護理費（第二天起）,護理費為偏鄉醫院加成項目。
03030K,631,20250501,29101231,,經濟病床（床/天）–護理費（第二天起）,1.指每一病室設超過四床之病床。2.護理費為偏鄉醫院加成項目。
03031A,565,20250501,29101231,,經濟病床（床/天）–護理費（第二天起）,1.指每一病室設超過四床之病床。2.護理費為偏鄉醫院加成項目。
03033B,511,20250501,29101231,,經濟病床（床/天）–護理費（第二天起）,1.指每一病室設超過四床之病床。2.護理費為偏鄉醫院及符合全日平均護病比之加成項目。
03034K,2188,20220601,29101231,,嬰兒病床(床/天)--護理費（第二天起）,1.指足月出生四個月內或早於三十五週出生之早產兒出生後矯正年齡五個月內之嬰兒(正常新生兒除外)因疾病而需特別觀察治療者，或因早產需要特別養育者，以入住時之年齡判定。2.限無家屬照顧，二十四小時由醫護人員照顧者。3.本項非兒童加成項目。4.非註1之嬰兒住院者，以急性一般病床申報費用。
03035A,1995,20220601,29101231,,嬰兒病床(床/天)--護理費（第二天起）,1.指足月出生四個月內或早於三十五週出生之早產兒出生後矯正年齡五個月內之嬰兒(正常新生兒除外)因疾病而需特別觀察治療者，或因早產需要特別養育者，以入住時之年齡判定。2.限無家屬照顧，二十四小時由醫護人員照顧者。3.本項非兒童加成項目。4.非註1之嬰兒住院者，以急性一般病床申報費用。
03036B,1866,20220601,29101231,,嬰兒病床(床/天)--護理費（第二天起）,1.指足月出生四個月內或早於三十五週出生之早產兒出生後矯正年齡五個月內之嬰兒(正常新生兒除外)因疾病而需特別觀察治療者，或因早產需要特別養育者，以入住時之年齡判定。2.限無家屬照顧，二十四小時由醫護人員照顧者。3.本項非兒童加成項目。4.非註1之嬰兒住院者，以急性一般病床申報費用。
03037A,2056,20240701,29101231,,精神科加護病床(床/天)--護理費（第二天起）,
03039B,1903,20240701,29101231,,精神科加護病床(床/天)--護理費（第二天起）,
03040B,1308,20220601,29101231,,燒傷病房(床/天)--護理費（第二天起）,
03041A,10229,20240701,29101231,,燒傷加護病床（床/天）–護理費（第二天起）,1.C.V.P.處理費、矽砂床、監視器等費用已包括在所訂點數內，不得另計。2.呼吸器、電擊、氧氣及C.V.P.置入等另按實際使用申報。3.適應症：二度燒傷，燒傷面積成人大於全身百分之二十，兒童大於百分之十；或三度燒傷，燒傷面積成人大於全身百分之十，兒童大於百分之五。4.申報費用時應檢附病歷摘要，並保存病人入出院時皮表處理之彩色照片，以備審核。
03042A,703,20250501,29101231,,急診觀察床（床/天）–護理費(第二天起),1.急診留觀或待床病人，入住滿六小時始得申報。2.留置超過一日(二十四小時)者，比照住院病房費申報方式，依算進不算出原則計算。3.僅作注射點滴、輸血或休息者，不予支付。4.山地離島地區病人因故無法後送而須於衛生所(室)留觀者，依03019B及03074B「病床費」、03043B及03076B「護理費」申報。
